x,Pv
0.001,0.003341988815393214
0.001006935148416371,0.0033419971532916795
0.0010139183931162992,0.0033420056072402645
0.001020950067654649,0.003342014178854145
0.001028030507899538,0.003342022869771063
0.0010351600520483787,0.0033420316816515166
0.0010423390406440324,0.0033420406161791334
0.0010495678165910766,0.003342049675060973
0.0010568467251721822,0.0033420588600278005
0.001064176114064607,0.00334206817283455
0.001071556333356802,0.0033420776152605423
0.0010789877355651338,0.00334208718910983
0.001086470675650722,0.003342096896211678
0.0010940055110363947,0.003342106738420732
0.00110159260162376,0.003342116717617418
0.0011092323098103969,0.003342126835708409
0.001116925000507166,0.003342137094626891
0.0011246710411556384,0.003342147496332957
0.0011324708017456473,0.0033421580428139837
0.00114032465483296,0.0033421687360849755
0.0011482329755570736,0.003342179578189035
0.0011561961416591334,0.0033421905711976682
0.0011642145334999749,0.003342201717211216
0.0011722885340782934,0.0033422130183596286
0.0011804185290489363,0.003342224476802015
0.0011886049067413237,0.0033422360947273897
0.0011968480581780018,0.0033422478743555207
0.0012051483770933117,0.003342259817937053
0.0012135062599522024,0.0033422719277539526
0.0012219221059691662,0.003342284206119943
0.001230396317127307,0.0033422966553809394
0.0012389292981975413,0.0033423092779155455
0.0012475214567579315,0.003342322076135424
0.001256173203213155,0.003342335052485822
0.0012648849508141065,0.0033423482094460865
0.0012736571156776364,0.0033423615495299804
0.0012824901168064279,0.0033423750752862554
0.0012913843761090094,0.00334238878929919
0.0013003403184199082,0.003342402694189022
0.0013093583715199414,0.003342416792612443
0.00131843896615665,0.003342431087263122
0.0013275825360648732,0.0033424455808722187
0.0013367895179874653,0.003342460276208924
0.0013460603516961573,0.003342475176080931
0.0013553954800125628,0.0033424902833350425
0.0013647953488293283,0.0033425056008577337
0.0013742604071314325,0.003342521131575565
0.0013837911070176314,0.003342536878455838
0.0013933879037220532,0.003342552844507203
0.0014030512556359417,0.003342569032780172
0.0014127816243295526,0.003342585446367706
0.0014225794745741998,0.003342602088405846
0.0014324452743644548,0.0033426189620747223
0.0014423794949405017,0.003342636070598079
0.0014523826108106444,0.0033426534172443802
0.0014624550997739726,0.0033426710053279197
0.0014725974429431836,0.00334268883820915
0.0014828101247675632,0.0033427069192952167
0.0014930936330561238,0.003342725252040715
0.0015034484590009066,0.0033427438399483405
0.0015138750972004422,0.0033427626865695477
0.0015243740456833753,0.003342781795505202
0.0015349458059322535,0.003342801170406289
0.0015455908829074799,0.003342820814974624
0.001556309785071433,0.003342840732963522
0.001567103024412754,0.0033428609281785358
0.0015779711164708003,0.003342881404478218
0.001588914580360272,0.003342902165774841
0.0015999339387960064,0.0033429232160350607
0.0016110297181179457,0.0033429445592807706
0.001622202448316278,0.0033429661995898505
0.0016334526630567517,0.0033429881410969513
0.0016447808997061652,0.0033430103879942556
0.0016561876993580413,0.0033430329445322923
0.0016676736068584558,0.0033430558150207615
0.0016792391708320838,0.0033430790038293224
0.001690884943708388,0.003343102515388461
0.001702611481748013,0.0033431263541903594
0.0017144193450693529,0.0033431505247897195
0.0017263090976753063,0.0033431750318045897
0.0017382813074802161,0.0033431998799174057
0.0017503365463369949,0.0033432250738763213
0.00176247539006444,0.0033432506184947167
0.0017746984184747385,0.003343276518652752
